Obs	Label	slice	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_dn	rel_flux_err_T1_dn	
20	hat20b.0020_out.fits	20	58174.70607	2458174.706	2458174.706	2458174.701	NaN	1.26036	52.448462	NaN	15	0	0	9	16	24	0.565609	0.067889	0.161578	0.106295	0.849872	0.31895	0.000378	0.000123	0.000189	0.000159	0.000694	0.000307	1497.822232	553.94664	856.372872	666.775677	1223.983146	1040.045103	2225869.278	910.638623	718.372624	680.231125	718.872624	384.268875	1258971.124	664.233367	1895.374708	35034.9375	5224.663759	306.807808	7.534343	7.968582	7.100103	7.072176	0.985963	1101.542075	798.744785	1102.042075	265.755215	141505.7892	248.429545	569.60129	3836.079834	703.399556	141.868646	7.564559	8.05429	7.074829	5.987259	0.982627	1225.36744	57.716953	1225.86744	1006.783047	309623.0611	334.654417	925.202374	8644.606445	1317.937496	103.729413	7.533841	8.043766	7.023916	4.620126	0.981361	434.767674	36.732674	435.267674	1027.767326	213865.0581	307.533044	695.421395	6128.724121	1069.614212	230.92771	7.492768	7.935774	7.049762	0.192755	0.986114	371.657417	828.928766	372.157417	235.571234	1022613.747	597.25315	1712.194817	27739.94336	4251.396347	241.146357	7.492955	7.972251	7.013659	7.226161	0.982688	571.793014	961.711694	572.293014	102.788306	538261.6226	451.955736	1190.960928	14712.07813	2380.002332	277.417869	7.536408	8.05817	7.014646	6.16813	0.980102	1.000133	0.000668	
21	hat20b.0021_out.fits	21	58174.70637	2458174.706	2458174.706	2458174.701	NaN	1.259489	52.50024	NaN	15	0	0	9	16	24	0.564064	0.06764	0.161045	0.10555	0.855053	0.31845	0.000372	0.000121	0.000186	0.000157	0.00069	0.000302	1516.055911	561.004731	866.296205	673.585791	1239.860215	1053.377126	2274398.81	918.558944	719.29841	680.36177	719.79841	384.13823	1282905.375	669.045125	1917.516962	49984.00781	5332.558284	301.556815	6.74995	7.263527	6.236372	6.205775	0.976001	1102.534583	798.858562	1103.034583	265.641438	144093.7934	249.793615	576.851388	5195.188965	705.722496	140.648797	6.820226	7.418688	6.221764	4.068109	0.96905	1226.25912	57.741493	1226.75912	1006.758507	315474.9244	337.167001	935.663701	11024.95313	1339.888692	102.732125	6.776848	7.348429	6.205268	3.111708	0.971612	435.678299	36.806705	436.178299	1027.693295	217143.4261	309.171242	702.340311	8359.743164	1074.319387	229.403332	6.738291	7.294144	6.182439	358.512466	0.973075	372.62862	829.043387	373.12862	235.456613	1048342.656	603.857307	1736.076791	39662.25	4348.668326	237.520655	6.758381	7.324303	6.19246	5.631025	0.971245	572.716117	961.848991	573.216117	102.651009	549344.01	455.457564	1206.136538	21085.69531	2421.78343	275.908391	6.795695	7.416791	6.174598	4.900125	0.966158	0.99996	0.00066	
22	hat20b.0022_out.fits	22	58174.70667	2458174.707	2458174.707	2458174.701	NaN	1.258624	52.551799	NaN	15	0	0	9	16	24	0.563815	0.067605	0.161445	0.105767	0.852694	0.318873	0.000373	0.000121	0.000187	0.000158	0.000691	0.000304	1510.080766	558.39982	865.502605	670.709155	1234.86752	1049.055507	2264908.461	918.396866	719.474739	680.051961	719.974739	384.448039	1276989.542	668.572643	1910.023624	43807.87109	5298.211401	309.971001	7.013707	7.365138	6.662277	1.03151	0.989995	1102.72924	798.513621	1103.22924	265.986379	143422.7374	249.800141	574.149945	4837.564941	715.687125	144.281796	7.003048	7.429306	6.57679	2.184213	0.985204	1226.427208	57.574638	1226.927208	1006.925362	314830.4792	336.579713	935.381627	10288.82324	1346.973851	102.584605	6.917339	7.281901	6.552776	1.781163	0.988908	435.900495	36.60725	436.400495	1027.89275	216638.8154	309.78531	699.319201	7655.270996	1086.426129	236.862147	6.955762	7.41874	6.492785	356.613344	0.982187	372.834124	828.683812	373.334124	235.816188	1042413.997	603.28126	1727.907142	33570.81641	4303.380691	247.295097	7.044988	7.507115	6.58286	0.103082	0.982935	572.95723	961.460238	573.45723	103.039762	547602.4313	455.907418	1201.12639	17694.90039	2432.030128	284.569613	7.070793	7.554351	6.587234	359.981908	0.981466	0.99978	0.000662	
23	hat20b.0023_out.fits	23	58174.70697	2458174.707	2458174.707	2458174.702	NaN	1.257764	52.603162	NaN	15	0	0	9	16	24	0.565215	0.067266	0.160661	0.105866	0.855651	0.318765	0.000376	0.000122	0.000187	0.000159	0.000696	0.000305	1503.549745	552.79083	858.532455	667.095476	1228.829498	1043.847775	2244497.961	914.750513	720.198147	678.24844	720.698147	386.25156	1268624.279	666.781708	1902.6081	33796.89063	5268.426676	312.863086	7.45303	7.341632	7.564428	83.069721	0.999052	1103.462544	796.68519	1103.962544	267.81481	141462.3695	248.96205	568.208565	3914.342773	708.964607	145.369509	7.441673	7.363491	7.519854	77.905482	0.99947	1227.140176	55.666198	1227.640176	1008.833802	310688.6011	335.049897	927.290543	8067.40918	1311.933373	103.02831	7.413974	7.246947	7.581002	271.433933	0.997967	436.649177	34.697679	437.149177	1029.802321	214867.8604	308.927912	695.527508	6486.333008	1077.896115	235.277054	7.375083	7.288287	7.461879	294.89381	0.998671	373.562575	826.864138	374.062575	237.635862	1034950.379	600.875786	1722.403204	26670.78906	4305.491891	246.862954	7.467934	7.382007	7.553862	88.70541	0.999469	573.68248	959.62104	574.18248	104.87896	542528.7511	453.916071	1195.218204	14786.68164	2439.612552	286.720683	7.466208	7.420525	7.511891	282.607289	0.999817	1.002959	0.000667	
24	hat20b.0024_out.fits	24	58174.70726	2458174.707	2458174.707	2458174.702	NaN	1.25691	52.654321	NaN	15	0	0	9	16	24	0.564003	0.067441	0.160534	0.105934	0.854564	0.319115	0.000372	0.000121	0.000185	0.000157	0.00069	0.000303	1514.396977	559.525747	865.581507	674.477357	1239.240812	1052.79166	2273386.479	918.636644	719.982329	678.97339	720.482329	385.52661	1282196.755	669.634755	1914.77032	36220.02344	5316.818782	308.237708	7.297541	7.553085	7.041998	358.439507	0.995092	1103.261281	797.475221	1103.761281	267.024779	143633.0627	249.685256	575.256486	3920.764648	715.93448	143.691202	7.331807	7.66747	6.996144	356.391108	0.991517	1226.990004	56.378265	1227.490004	1008.121735	314472.393	336.393542	934.83481	8859.592773	1335.888677	102.663607	7.260234	7.603997	6.91647	355.916752	0.990889	436.440877	35.465871	436.940877	1029.034129	217759.8138	309.583834	703.3953	6556.393066	1105.304141	234.264886	7.226589	7.54776	6.905417	343.478759	0.988801	373.309364	827.650693	373.809364	236.849307	1047553.212	603.652678	1735.357517	30436.91406	4369.027823	244.802578	7.277378	7.580974	6.973781	359.743607	0.993062	573.412071	960.442022	573.912071	104.057978	549967.9972	456.235944	1205.446447	15137.55859	2464.2545	281.841813	7.297397	7.656028	6.938767	357.276981	0.990298	1.000733	0.000661	
25	hat20b.0025_out.fits	25	58174.70756	2458174.708	2458174.707	2458174.702	NaN	1.256062	52.70525	NaN	15	0	0	9	16	24	0.56375	0.067422	0.160181	0.105823	0.855955	0.319054	0.000373	0.000121	0.000185	0.000157	0.000692	0.000303	1511.95155	557.199566	864.440253	674.143336	1237.682527	1051.940478	2268138.911	917.6268	720.840824	679.158689	721.340824	385.341311	1278662.248	669.031024	1911.215177	35971.99609	5279.206903	303.867418	7.377958	7.298456	7.45746	57.374914	0.997351	1104.101635	797.617244	1104.601635	266.882756	143264.1085	250.129104	572.760651	3786.64502	704.620775	142.800741	7.413718	7.416489	7.410948	44.586675	0.997316	1227.812077	56.504794	1228.312077	1007.995206	313151.9549	335.431104	933.580551	8785.582031	1345.034708	102.36822	7.309881	7.288491	7.331271	47.545795	0.995652	437.338203	35.493869	437.838203	1029.006131	217051.2576	308.706724	703.098575	6003.028809	1104.587028	232.89523	7.221928	7.179412	7.264445	55.285521	0.998877	374.21919	827.779519	374.71919	236.720481	1046051.529	603.547777	1733.171041	29172.51563	4345.420477	243.257617	7.354177	7.264622	7.443732	59.269803	0.997402	574.341147	960.591874	574.841147	103.908126	548620.0604	455.40157	1204.695145	15370.78809	2458.700156	281.636424	7.397272	7.358766	7.435778	51.2744	0.997704	1.002715	0.000663	
26	hat20b.0026_out.fits	26	58174.70786	2458174.708	2458174.708	2458174.703	NaN	1.255219	52.755988	NaN	15	0	0	9	16	24	0.562849	0.067431	0.160719	0.105939	0.852626	0.319865	0.000373	0.000121	0.000186	0.000158	0.000691	0.000305	1508.142928	555.618902	863.611605	669.168208	1233.773785	1048.356942	2268263.695	920.734425	720.136156	678.137567	720.636156	386.362433	1276690.449	669.364157	1907.318216	37725.74219	5329.874193	323.24498	7.324528	7.186137	7.462919	66.869691	0.997015	1103.376747	796.613192	1103.876747	267.886808	143289.7613	250.878145	571.152826	4236.60791	718.251386	149.641223	7.381701	7.304308	7.459095	57.185885	0.997418	1227.070378	55.620431	1227.570378	1008.879569	314075.7799	336.584851	933.12512	9237.239258	1335.04573	103.376005	7.197247	7.081865	7.312629	63.554334	0.997177	436.596589	34.696435	437.096589	1029.803565	217278.6433	311.454941	697.624647	7498.304199	1105.65032	243.433482	7.186642	7.112078	7.261206	73.607496	0.999391	373.467096	826.843334	373.967096	237.656666	1043913.312	604.037284	1728.226617	29717.78711	4350.220483	256.44279	7.335773	7.217023	7.454523	68.557934	0.998049	573.598063	959.59547	574.098063	104.90453	549706.1987	457.88367	1200.536806	16040.83203	2469.797523	297.04575	7.345626	7.295471	7.395781	60.290345	0.99928	0.998527	0.000662	
27	hat20b.0027_out.fits	27	58174.70816	2458174.708	2458174.708	2458174.703	NaN	1.25438	52.806663	NaN	15	0	0	9	16	24	0.56445	0.067318	0.160947	0.106124	0.854554	0.318505	0.000373	0.000121	0.000186	0.000158	0.000691	0.000303	1513.957473	556.760028	866.714207	673.014445	1237.369779	1050.784339	2276781.587	921.408669	720.003395	679.047433	720.503395	385.452567	1285130.365	670.866371	1915.62794	36575.03516	5337.419847	317.379359	7.21212	7.305236	7.119004	5.249512	0.999311	1103.226115	797.52839	1103.726115	266.97161	143600.8565	250.922096	572.29259	4183.944824	718.350873	148.506205	7.251685	7.441486	7.061884	0.015259	0.997264	1226.961087	56.384121	1227.461087	1008.115879	315640.5328	337.012252	936.584742	9510.342773	1345.503202	102.823939	7.18706	7.312992	7.061128	13.603742	0.998448	436.455107	35.445043	436.955107	1029.054957	218438.6063	311.245114	701.821801	6872.331055	1116.298082	242.543657	7.153103	7.217598	7.088609	331.333799	0.998884	373.357035	827.722422	373.857035	236.777578	1049110.785	605.428749	1732.83939	31595.18555	4366.511024	252.351084	7.18759	7.308392	7.066788	2.528821	0.998862	573.456456	960.499776	573.956456	104.000224	549990.8071	457.205957	1202.938847	15476.94531	2485.321696	294.123261	7.23881	7.396814	7.080806	3.55041	0.998067	1.001642	0.000662	
28	hat20b.0028_out.fits	28	58174.70846	2458174.708	2458174.708	2458174.703	NaN	1.253548	52.856979	NaN	15	0	0	9	16	24	0.563431	0.067001	0.160586	0.10614	0.853664	0.319882	0.000372	0.00012	0.000185	0.000157	0.000688	0.000303	1516.075715	556.504081	867.286088	675.154507	1240.467517	1054.851439	2283184.777	921.699871	720.182981	678.954868	720.682981	385.545132	1286416.686	671.040008	1917.049163	40545.96875	5379.210754	314.578132	6.974753	7.759124	6.190381	0.107514	0.950667	1103.442442	797.445537	1103.942442	267.054463	143369.613	250.677712	571.928041	4472.643066	718.606306	147.412628	7.003144	7.891111	6.115176	358.793125	0.9376	1227.221663	56.251601	1227.721663	1008.248399	315915.4894	337.206633	936.860248	10509.57617	1341.079273	102.195001	6.934185	7.802338	6.066032	2.503215	0.938755	436.6302	35.36751	437.1302	1029.13249	219083.7958	311.153818	704.101261	7516.062012	1112.831263	239.987455	6.933203	7.795232	6.071174	354.850234	0.938053	373.509502	827.626605	374.009502	236.873395	1051470.529	605.35997	1736.934356	35063.22656	4456.220941	250.338823	6.971334	7.803683	6.138984	359.484736	0.944552	573.612803	960.414708	574.112803	104.085292	553345.3492	457.936274	1208.345747	16714.50195	2485.981422	290.166545	7.041327	7.923263	6.15939	358.999922	0.939098	1.000252	0.00066	
29	hat20b.0029_out.fits	29	58174.70876	2458174.709	2458174.709	2458174.704	NaN	1.252722	52.907101	NaN	15	0	0	9	16	24	0.563903	0.067063	0.160193	0.106215	0.855811	0.319102	0.000372	0.00012	0.000185	0.000158	0.00069	0.000303	1515.153918	557.506209	865.69229	673.537817	1239.88676	1053.167693	2279150.295	920.614491	720.199701	678.901779	720.699701	385.598221	1285220.484	670.831079	1915.863059	37498.51172	5352.518361	312.438032	7.167602	7.777697	6.557506	6.451895	0.969935	1103.434636	797.361691	1103.934636	267.138309	143240.3421	249.965141	573.041272	4105.858887	716.944818	146.266164	7.239929	7.943721	6.536136	6.575381	0.96088	1227.168321	56.315718	1227.668321	1008.184282	314692.1843	336.603002	934.906053	9383.430664	1326.393177	101.909969	7.156484	7.813267	6.4997	6.746645	0.964963	436.61826	35.38656	437.11826	1029.11344	218836.6989	311.605486	702.287696	6978.185547	1105.797813	237.398214	7.092659	7.778317	6.407002	359.123644	0.963273	373.520544	827.605577	374.020544	236.894423	1051034.985	604.646951	1738.262275	32450.95313	4451.626446	247.486507	7.113828	7.751194	6.476462	5.790133	0.967073	573.612447	960.383544	574.112447	104.116456	551346.0846	457.220924	1205.863632	15761.95215	2467.412351	288.178815	7.195421	7.911831	6.479012	5.462477	0.959674	1.001102	0.000661	
30	hat20b.0030_out.fits	30	58174.70906	2458174.709	2458174.709	2458174.704	NaN	1.251901	52.956982	NaN	15	0	0	9	16	24	0.560886	0.067478	0.160671	0.105626	0.856421	0.318381	0.000371	0.000122	0.000186	0.000158	0.000693	0.000304	1510.471283	554.110651	865.890213	666.877457	1235.63285	1048.332104	2284218.593	926.013739	720.534021	679.634921	721.034021	384.865079	1281186.751	670.585269	1910.550097	40273.71094	5457.045816	332.298813	7.026045	6.834968	7.217122	60.117056	0.988349	1103.741242	798.130465	1104.241242	266.369535	144390.6975	253.556242	569.462208	4486.183105	720.907706	154.669677	7.104354	6.959466	7.249243	56.748633	0.989543	1227.409784	57.058609	1227.909784	1007.441391	316203.7481	337.883501	935.836604	10343.55957	1351.266978	106.370332	7.046377	6.865143	7.227611	59.382272	0.988588	436.999636	36.10417	437.499636	1028.39583	218222.5823	314.027001	694.91662	7349.062988	1105.905762	253.4738	6.995724	6.814803	7.176645	65.953428	0.994011	373.907342	828.269586	374.407342	236.230414	1053776.621	607.493265	1734.630954	33765.57813	4395.980684	263.523345	7.029088	6.854981	7.203194	58.970618	0.988836	574.009126	961.094099	574.509126	103.405901	551624.9432	459.765583	1199.796077	17482.55078	2461.324231	306.539297	7.068856	6.93857	7.199143	56.320016	0.990836	0.997144	0.00066	
31	hat20b.0031_out.fits	31	58174.70936	2458174.709	2458174.709	2458174.704	NaN	1.251086	53.006663	NaN	15	0	0	9	16	24	0.563839	0.067513	0.160942	0.105623	0.854103	0.319155	0.000377	0.000123	0.000188	0.00016	0.0007	0.000308	1495.167987	548.02037	856.626977	658.48858	1220.749715	1035.186249	2235106.914	917.205714	719.501222	679.790469	720.001222	384.709531	1260239.335	665.573147	1893.464814	34338.02344	5373.383815	332.426477	7.51661	7.644559	7.388662	26.270776	0.996868	1102.730563	798.271418	1103.230563	266.228582	141354.746	250.9664	563.241717	3662.618896	709.404195	155.071858	7.615391	7.888794	7.341989	15.941086	0.992868	1226.469845	57.281728	1226.969845	1007.218272	309853.2196	334.582413	926.08938	8139.703613	1345.904926	106.492047	7.506252	7.724921	7.287584	18.541815	0.994675	435.918313	36.272036	436.418313	1028.227964	213525.3275	311.19669	686.142668	5951.289062	1089.578436	252.224211	7.465578	7.669173	7.261984	5.216094	0.996929	372.811613	828.474145	373.311613	236.025855	1029614.574	600.89592	1713.465743	27109.60352	4334.117155	264.494335	7.515613	7.740825	7.290401	16.677341	0.994861	572.949162	961.237759	573.449162	103.262241	540759.0477	456.527666	1184.504442	14321.7002	2410.497419	306.376611	7.595994	7.845451	7.346536	15.162622	0.994222	0.999736	0.000669	
32	hat20b.0032_out.fits	32	58174.70966	2458174.71	2458174.71	2458174.704	NaN	1.250276	53.056135	NaN	15	0	0	9	16	24	0.563597	0.067372	0.160961	0.106424	0.852738	0.318897	0.000377	0.000122	0.000188	0.00016	0.000697	0.000307	1496.126757	550.387512	857.27696	663.290196	1223.402741	1037.303025	2240761.792	917.466699	720.262922	678.891882	720.762922	385.608118	1262886.405	667.186782	1892.852856	35210.70313	5264.64863	331.498612	7.31941	7.457438	7.181381	20.811686	0.997456	1103.476308	797.329062	1103.976308	267.170938	141436.2862	249.999129	565.747117	3952.800537	721.869304	153.85209	7.325957	7.494924	7.15699	16.160809	0.997024	1227.14692	56.355944	1227.64692	1008.144056	310669.041	335.308191	926.5179	9034.352539	1319.123319	105.572378	7.286687	7.472512	7.100863	10.165921	0.997045	436.717217	35.368694	437.217217	1029.131306	215532.1242	311.69754	691.478426	6693.184082	1095.522432	250.298416	7.253287	7.460648	7.045926	3.342416	0.996691	373.571228	827.540943	374.071228	236.959057	1031329.02	601.046933	1715.887667	29956.94922	4372.365934	263.485376	7.274518	7.45136	7.097676	15.247873	0.99682	573.685497	960.286165	574.185497	104.213835	541795.3203	456.50983	1186.82071	14644.04297	2428.736934	304.049404	7.329793	7.528574	7.131013	10.797441	0.996602	1.000728	0.000669	
33	hat20b.0033_out.fits	33	58174.70996	2458174.71	2458174.71	2458174.705	NaN	1.249472	53.105413	NaN	15	0	0	9	16	24	0.562575	0.067467	0.16104	0.105774	0.851812	0.320045	0.000371	0.000121	0.000185	0.000157	0.000686	0.000303	1518.245536	559.236289	870.394941	671.725692	1241.843761	1054.829481	2299720.969	927.517663	719.307338	678.75452	719.807338	385.74548	1293766.659	673.705194	1920.375071	51904.99219	5397.406403	323.811664	6.349121	6.851627	5.846614	3.21287	0.974941	1102.551391	797.257886	1103.051391	267.242114	145348.1886	252.83524	574.873141	6183.866699	728.921969	152.143443	6.368224	6.922905	5.813544	3.60577	0.96963	1226.214806	56.234526	1226.714806	1008.265474	318978.1981	339.080081	940.716414	13736.50391	1355.184537	104.289643	6.295328	6.843471	5.747186	4.624748	0.969337	435.759504	35.294526	436.259504	1029.205474	219982.0611	314.209987	700.111614	10928.01563	1109.903823	247.229073	6.266231	6.829097	5.703365	356.133192	0.967655	372.672882	827.422043	373.172882	237.077957	1057845.252	607.903944	1740.151981	47046.48828	4456.496181	258.697563	6.337303	6.87127	5.803336	3.688109	0.971532	572.770337	960.205539	573.270337	104.294461	557567.2692	461.641565	1207.792608	23743.24414	2479.376821	301.379675	6.384475	6.960731	5.808219	1.061087	0.967894	0.996275	0.000656	
34	hat20b.0034_out.fits	34	58174.71026	2458174.71	2458174.71	2458174.705	NaN	1.248673	53.154447	NaN	15	0	0	9	16	24	0.563621	0.067386	0.160489	0.105941	0.853469	0.3198	0.000376	0.000124	0.000187	0.00016	0.000697	0.000308	1499.165859	544.777134	858.385116	660.12266	1224.472408	1039.320495	2259486.262	924.569636	720.12009	678.808194	720.62009	385.691806	1273493.989	670.853282	1898.319682	39305.97656	5340.204158	346.110084	7.142343	7.430622	6.854064	0.065524	0.993505	1103.35162	797.246683	1103.85162	267.253317	142645.1894	254.900539	559.611173	4425.899902	722.273836	162.880937	7.177784	7.515722	6.839847	1.804816	0.991138	1227.067724	56.186667	1227.567724	1008.313333	312474.6288	336.776865	927.838761	10386.40723	1336.638833	111.248131	7.071661	7.412272	6.731049	2.805664	0.990674	436.59404	35.215982	437.09404	1029.284018	216442.4991	314.680727	687.816191	7503.159668	1109.576396	264.097884	7.036082	7.346589	6.725576	351.462443	0.991508	373.458391	827.434649	373.958391	237.065351	1040428.498	604.718249	1720.517777	34013.66406	4421.226396	276.092939	7.105841	7.409484	6.802199	358.61601	0.992706	573.571875	960.214708	574.071875	104.285292	547495.4471	460.139054	1189.847812	16302.75977	2476.335157	320.841271	7.174849	7.518727	6.830971	356.497459	0.990716	1.000336	0.000667	
