       Wavelength             Transmission
2.095519103820764339e+00 8.569490186363597217e-03
2.096019203840768341e+00 8.569483119129370566e-03
2.096519303860772343e+00 8.569475996565567924e-03
2.097019403880776345e+00 8.569468821126139529e-03
2.097519503900780347e+00 8.569461591003798423e-03
2.098019603920784348e+00 8.569454298203079204e-03
2.098519703940788350e+00 8.569446946995471284e-03
2.099019803960792352e+00 8.569439518820559307e-03
2.099519903980796354e+00 8.569432032184232800e-03
2.100020004000800355e+00 8.569424470337368843e-03
2.100520104020804357e+00 8.569416846596959042e-03
2.101020204040808359e+00 8.569409140440119657e-03
2.101520304060812361e+00 8.569401360576257148e-03
2.102020404080816363e+00 8.569393502859812620e-03
2.102520504100820364e+00 8.569385566909774876e-03
2.103020604120824366e+00 8.569377552797617995e-03
2.103520704140828368e+00 8.569369454988472537e-03
2.104020804160832370e+00 8.569361262820155561e-03
2.104520904180836371e+00 8.569352984976203597e-03
2.105021004200840373e+00 8.569344615396582224e-03
2.105521104220844375e+00 8.569336157043397698e-03
2.106021204240848377e+00 8.569327607076945852e-03
2.106521304260852379e+00 8.569318963810038103e-03
2.107021404280856380e+00 8.569310230269586506e-03
2.107521504300860382e+00 8.569301393851135387e-03
2.108021604320864384e+00 8.569292464534042364e-03
2.108521704340868386e+00 8.569283437043854687e-03
2.109021804360872387e+00 8.569274305398482533e-03
2.109521904380876389e+00 8.569265070282296864e-03
2.110022004400880391e+00 8.569255738830982086e-03
2.110522104420883949e+00 8.569246306060682855e-03
2.111022204440888395e+00 8.569236774655748443e-03
2.111522304460891952e+00 8.569227146288296154e-03
2.112022404480896398e+00 8.569217410773440069e-03
2.112522504500899956e+00 8.569207576461580420e-03
2.113022604520904402e+00 8.569197638386870028e-03
2.113522704540907959e+00 8.569187603639451603e-03
2.114022804560912405e+00 8.569177468122170238e-03
2.114522904580915963e+00 8.569167229801733995e-03
2.115023004600920409e+00 8.569156885101718996e-03
2.115523104620923966e+00 8.569146457233946593e-03
2.116023204640928412e+00 8.569135933365184046e-03
2.116523304660931970e+00 8.569125310798652792e-03
2.117023404680936416e+00 8.569114601866672024e-03
2.117523504700939974e+00 8.569103798067141675e-03
2.118023604720943975e+00 8.569092907190992842e-03
2.118523704740947977e+00 8.569081934005580437e-03
2.119023804760951979e+00 8.569070885968079962e-03
2.119523904780955981e+00 8.569059741847653150e-03
2.120024004800959982e+00 8.569048521540679683e-03
2.120524104820963984e+00 8.569037224312363657e-03
2.121024204840967986e+00 8.569025849369745623e-03
2.121524304860971988e+00 8.569014401066187003e-03
2.122024404880975990e+00 8.569002887923189010e-03
2.122524504900979991e+00 8.568991308547525831e-03
2.123024604920983993e+00 8.568979667470374983e-03
2.123524704940987995e+00 8.568967964931149123e-03
2.124024804960991997e+00 8.568956208062580154e-03
2.124524904980995998e+00 8.568944387803190815e-03
2.125025005001000000e+00 8.568932526128539631e-03
2.125525105021004002e+00 8.568920614221034113e-03
2.126025205041008004e+00 8.568908661675386437e-03
2.126525305061012006e+00 8.568896665069969040e-03
2.127025405081016007e+00 8.568884636830993023e-03
2.127525505101020009e+00 8.568872573955752664e-03
2.128025605121024011e+00 8.568860475434456753e-03
2.128525705141028013e+00 8.568848352525105030e-03
2.129025805161032014e+00 8.568836205202060019e-03
2.129525905181036016e+00 8.568824030861637089e-03
2.130026005201040018e+00 8.568811842582188879e-03
2.130526105221044020e+00 8.568799645739633847e-03
2.131026205241048022e+00 8.568787431749330316e-03
2.131526305261052023e+00 8.568775206186403717e-03
2.132026405281056025e+00 8.568762966834175820e-03
2.132526505301060027e+00 8.568750724674526961e-03
2.133026605321064029e+00 8.568738483340852807e-03
2.133526705341068030e+00 8.568726240845363218e-03
2.134026805361072032e+00 8.568713999684332214e-03
2.134526905381076034e+00 8.568701764466722312e-03
2.135027005401080036e+00 8.568689542888897892e-03
2.135527105421084038e+00 8.568677324701484688e-03
2.136027205441088039e+00 8.568665123495293467e-03
2.136527305461092041e+00 8.568652936004901577e-03
2.137027405481096043e+00 8.568640761194113581e-03
2.137527505501100045e+00 8.568628611299092951e-03
2.138027605521104046e+00 8.568616478191846617e-03
2.138527705541108048e+00 8.568604367102905864e-03
2.139027805561112050e+00 8.568592281986827860e-03
2.139527905581116052e+00 8.568580220767858108e-03
2.140028005601120054e+00 8.568568186447793333e-03
2.140528105621124055e+00 8.568556183899360759e-03
2.141028205641128057e+00 8.568544212674970503e-03
2.141528305661132059e+00 8.568532270992204602e-03
2.142028405681136061e+00 8.568520362614495331e-03
2.142528505701140062e+00 8.568508493284098318e-03
2.143028605721144064e+00 8.568496659320081268e-03
2.143528705741148066e+00 8.568484867359426813e-03
2.144028805761152068e+00 8.568473109478219954e-03
2.144528905781156070e+00 8.568461395452919849e-03
2.145029005801160071e+00 8.568449728147600059e-03
2.145529105821164073e+00 8.568438106663378920e-03
2.146029205841168075e+00 8.568426545682033060e-03
2.146529305861172077e+00 8.568415030664886661e-03
2.147029405881176078e+00 8.568403562470376308e-03
2.147529505901180080e+00 8.568392137051164884e-03
2.148029605921184082e+00 8.568380767409896487e-03
2.148529705941188084e+00 8.568369456746235610e-03
2.149029805961192086e+00 8.568358215671771985e-03
2.149529905981196087e+00 8.568347019330105688e-03
2.150030006001200089e+00 8.568335881492788325e-03
2.150530106021204091e+00 8.568324803715013371e-03
2.151030206041208093e+00 8.568313796819751818e-03
2.151530306061212094e+00 8.568302854118334949e-03
2.152030406081216096e+00 8.568291977012563315e-03
2.152530506101220098e+00 8.568281163457069569e-03
2.153030606121224100e+00 8.568270428242253517e-03
2.153530706141228102e+00 8.568259762748969832e-03
2.154030806161232103e+00 8.568249166947598111e-03
2.154530906181236105e+00 8.568238644941616328e-03
2.155031006201240107e+00 8.568228203579041427e-03
2.155531106221244109e+00 8.568217840420260661e-03
2.156031206241248110e+00 8.568207560167696510e-03
2.156531306261252112e+00 8.568197357557569976e-03
2.157031406281256114e+00 8.568187239027739988e-03
2.157531506301260116e+00 8.568177206999427753e-03
2.158031606321264118e+00 8.568167258860167473e-03
2.158531706341268119e+00 8.568157399392142479e-03
2.159031806361272121e+00 8.568147629983893093e-03
2.159531906381276123e+00 8.568137953038157048e-03
2.160032006401280125e+00 8.568128360071645619e-03
2.160532106421284126e+00 8.568118861980264511e-03
2.161032206441288128e+00 8.568109456619822650e-03
2.161532306461292130e+00 8.568100154324803305e-03
2.162032406481296132e+00 8.568090936699310559e-03
2.162532506501300134e+00 8.568081806622289756e-03
2.163032606521304135e+00 8.568072777818626709e-03
2.163532706541308137e+00 8.568063843668236729e-03
2.164032806561312139e+00 8.568055010045205755e-03
2.164532906581316141e+00 8.568046264804677487e-03
2.165033006601320142e+00 8.568037614060624099e-03
2.165533106621324144e+00 8.568029057339367205e-03
2.166033206641328146e+00 8.568020594451051727e-03
2.166533306661332148e+00 8.568012230798154744e-03
2.167033406681336150e+00 8.568003963344294344e-03
2.167533506701340151e+00 8.567995789710774329e-03
2.168033606721344153e+00 8.567987712288753152e-03
2.168533706741348155e+00 8.567979726472286714e-03
2.169033806761352157e+00 8.567971829222404898e-03
2.169533906781356158e+00 8.567964025839674980e-03
2.170034006801360160e+00 8.567956314725726219e-03
2.170534106821364162e+00 8.567948692002275504e-03
2.171034206841368164e+00 8.567941163261937748e-03
2.171534306861372166e+00 8.567933729624567160e-03
2.172034406881376167e+00 8.567926376956219725e-03
2.172534506901380169e+00 8.567919110536234908e-03
2.173034606921384171e+00 8.567911938020930998e-03
2.173534706941388173e+00 8.567904849347388746e-03
2.174034806961392174e+00 8.567897850457325756e-03
2.174534906981396176e+00 8.567890936389854425e-03
2.175035007001400178e+00 8.567884108043459165e-03
2.175535107021404180e+00 8.567877362095757676e-03
2.176035207041408182e+00 8.567870700648958990e-03
2.176535307061412183e+00 8.567864121652689346e-03
2.177035407081416185e+00 8.567857620267540358e-03
2.177535507101420187e+00 8.567851195530946928e-03
2.178035607121424189e+00 8.567844859565730900e-03
2.178535707141428190e+00 8.567838605656664941e-03
2.179035807161432192e+00 8.567832434115123241e-03
2.179535907181436194e+00 8.567826338485958620e-03
2.180036007201440196e+00 8.567820323585356723e-03
2.180536107221444198e+00 8.567814383981516707e-03
2.181036207241448199e+00 8.567808517758764356e-03
2.181536307261452201e+00 8.567802729063746237e-03
2.182036407281456203e+00 8.567797014373395095e-03
2.182536507301460205e+00 8.567791372853395676e-03
2.183036607321464206e+00 8.567785800322674089e-03
2.183536707341468208e+00 8.567780300874390173e-03
2.184036807361472210e+00 8.567774862882548623e-03
2.184536907381476212e+00 8.567769494872675209e-03
2.185037007401480214e+00 8.567764192308308449e-03
2.185537107421484215e+00 8.567758949791814613e-03
2.186037207441488217e+00 8.567753761022598238e-03
2.186537307461492219e+00 8.567748628277882875e-03
2.187037407481496221e+00 8.567743546911765068e-03
2.187537507501500222e+00 8.567738517888274022e-03
2.188037607521504224e+00 8.567733529127782507e-03
2.188537707541508226e+00 8.567728582607682733e-03
2.189037807561512228e+00 8.567723671026898288e-03
2.189537907581516230e+00 8.567718793623424131e-03
2.190038007601520231e+00 8.567713944149986730e-03
2.190538107621524233e+00 8.567709114801307091e-03
2.191038207641528235e+00 8.567704302143196518e-03
2.191538307661532237e+00 8.567699496520843339e-03
2.192038407681536238e+00 8.567694698318455843e-03
2.192538507701540240e+00 8.567689896999389557e-03
2.193038607721544242e+00 8.567685080128690372e-03
2.193538707741548244e+00 8.567680251264772270e-03
2.194038807761552246e+00 8.567675396980122676e-03
2.194538907781556247e+00 8.567670511446962359e-03
2.195039007801560249e+00 8.567665588312706193e-03
2.195539107821564251e+00 8.567660617603417572e-03
2.196039207841568253e+00 8.567655592549778751e-03
2.196539307861572254e+00 8.567650502069600743e-03
2.197039407881576256e+00 8.567645341688179955e-03
2.197539507901580258e+00 8.567640102336225930e-03
2.198039607921584260e+00 8.567634777530239165e-03
2.198539707941588262e+00 8.567629356773586585e-03
2.199039807961592263e+00 8.567623830674503047e-03
2.199539907981596265e+00 8.567618195165578945e-03
2.200040008001600267e+00 8.567612442929474839e-03
2.200540108021604269e+00 8.567606562793279174e-03
2.201040208041608270e+00 8.567600547212363832e-03
2.201540308061612272e+00 8.567594396971413631e-03
2.202040408081616274e+00 8.567588098175937111e-03
2.202540508101620276e+00 8.567581647692175395e-03
2.203040608121624278e+00 8.567575039316826721e-03
2.203540708141628279e+00 8.567568261731174292e-03
2.204040808161632281e+00 8.567561315486322410e-03
2.204540908181636283e+00 8.567554195382172041e-03
2.205041008201640285e+00 8.567546892775517245e-03
2.205541108221644286e+00 8.567539412846030683e-03
2.206041208241648288e+00 8.567531742818866938e-03
2.206541308261652290e+00 8.567523880143946072e-03
2.207041408281656292e+00 8.567515827398734102e-03
2.207541508301660294e+00 8.567507581149876733e-03
2.208041608321664295e+00 8.567499140062819971e-03
2.208541708341668297e+00 8.567490502119625914e-03
2.209041808361672299e+00 8.567481668844327200e-03
2.209541908381676301e+00 8.567472639555139338e-03
2.210042008401680302e+00 8.567463418585682597e-03
2.210542108421684304e+00 8.567454005295594213e-03
2.211042208441688306e+00 8.567444401394654074e-03
2.211542308461692308e+00 8.567434613942784272e-03
2.212042408481696310e+00 8.567424643113462357e-03
2.212542508501700311e+00 8.567414489392315494e-03
2.213042608521704313e+00 8.567404161536186155e-03
2.213542708541708315e+00 8.567393657859903242e-03
2.214042808561712317e+00 8.567382992282665879e-03
2.214542908581716318e+00 8.567372165902930464e-03
2.215043008601720320e+00 8.567361182203652240e-03
2.215543108621724322e+00 8.567350050658190802e-03
2.216043208641728324e+00 8.567338778023275009e-03
2.216543308661732326e+00 8.567327364818884752e-03
2.217043408681736327e+00 8.567315824046767281e-03
2.217543508701740329e+00 8.567304162505806966e-03
2.218043608721744331e+00 8.567292385125740983e-03
2.218543708741748333e+00 8.567280500527975004e-03
2.219043808761752334e+00 8.567268516293274905e-03
2.219543908781756336e+00 8.567256441224592109e-03
2.220044008801760338e+00 8.567244280763745487e-03
2.220544108821764340e+00 8.567232045870473364e-03
2.221044208841768342e+00 8.567219740318163593e-03
2.221544308861772343e+00 8.567207377134405596e-03
2.222044408881776345e+00 8.567194963255567522e-03
2.222544508901780347e+00 8.567182505423336439e-03
2.223044608921784349e+00 8.567170013147091742e-03
2.223544708941788350e+00 8.567157486592813509e-03
2.224044808961792352e+00 8.567144944095066508e-03
2.224544908981796354e+00 8.567132389602475154e-03
2.225045009001800356e+00 8.567119827112891842e-03
2.225545109021804357e+00 8.567107269369317671e-03
2.226045209041808359e+00 8.567094720001180996e-03
2.226545309061812361e+00 8.567082187684600669e-03
2.227045409081816363e+00 8.567069681352340940e-03
2.227545509101820365e+00 8.567057207301356087e-03
2.228045609121824366e+00 8.567044771847290296e-03
2.228545709141828368e+00 8.567032383273668478e-03
2.229045809161832370e+00 8.567020048709529309e-03
2.229545909181836372e+00 8.567007774513409751e-03
2.230046009201840373e+00 8.566995563903716249e-03
2.230546109221844375e+00 8.566983426919168657e-03
2.231046209241848377e+00 8.566971365010561321e-03
2.231546309261852379e+00 8.566959393532348060e-03
2.232046409281856381e+00 8.566947509644640829e-03
2.232546509301860382e+00 8.566935723402181388e-03
2.233046609321864384e+00 8.566924039039787095e-03
2.233546709341868386e+00 8.566912485710091382e-03
2.234046809361872388e+00 8.566901041803284822e-03
2.234546909381876389e+00 8.566889717735148499e-03
2.235047009401880391e+00 8.566878514985663481e-03
2.235547109421884393e+00 8.566867443469152604e-03
2.236047209441888395e+00 8.566856504855481502e-03
2.236547309461892397e+00 8.566845704268577499e-03
2.237047409481896398e+00 8.566835051010256857e-03
2.237547509501900400e+00 8.566824535981801270e-03
2.238047609521904402e+00 8.566814176106610917e-03
2.238547709541908404e+00 8.566803971727366546e-03
2.239047809561912405e+00 8.566793926381049626e-03
2.239547909581916407e+00 8.566784030251507059e-03
2.240048009601920409e+00 8.566774304626770947e-03
2.240548109621924411e+00 8.566764752167652097e-03
2.241048209641928413e+00 8.566755365603717989e-03
2.241548309661932414e+00 8.566746149200618957e-03
2.242048409681936416e+00 8.566737107995053488e-03
2.242548509701940418e+00 8.566728235591822976e-03
2.243048609721944420e+00 8.566719542487243044e-03
2.243548709741948421e+00 8.566711023532954522e-03
2.244048809761952423e+00 8.566702684487692912e-03
2.244548909781956425e+00 8.566694520517247058e-03
2.245049009801960427e+00 8.566686535648203316e-03
2.245549109821964429e+00 8.566678730878622694e-03
2.246049209841968430e+00 8.566671098364484621e-03
2.246549309861972432e+00 8.566663644937270658e-03
2.247049409881976434e+00 8.566656361669604605e-03
2.247549509901980436e+00 8.566649255576676975e-03
2.248049609921984437e+00 8.566642322279150595e-03
2.248549709941988439e+00 8.566635554938827057e-03
2.249049809961992441e+00 8.566628964105748104e-03
2.249549909981996443e+00 8.566622534789751844e-03
2.250050010002000445e+00 8.566616273178265586e-03
2.250550110022004446e+00 8.566610171177664601e-03
2.251050210042008448e+00 8.566604231761910243e-03
2.251550310062012450e+00 8.566598452165606961e-03
2.252050410082016452e+00 8.566592827382155453e-03
2.252550510102020453e+00 8.566587361497563294e-03
2.253050610122024455e+00 8.566582043579403644e-03
2.253550710142028457e+00 8.566576875626518567e-03
2.254050810162032459e+00 8.566571856406295093e-03
2.254550910182036461e+00 8.566566980622393468e-03
2.255051010202040462e+00 8.566562257628345528e-03
2.255551110222044464e+00 8.566557668002317341e-03
2.256051210242048466e+00 8.566553222094548670e-03
2.256551310262052468e+00 8.566548922029649030e-03
2.257051410282056469e+00 8.566544757048035960e-03
2.257551510302060471e+00 8.566540736376360154e-03
2.258051610322064473e+00 8.566536851587999365e-03
2.258551710342068475e+00 8.566533106766489186e-03
2.259051810362072477e+00 8.566529509444828147e-03
2.259551910382076478e+00 8.566526048940811128e-03
2.260052010402080480e+00 8.566522732991962291e-03
2.260552110422084482e+00 8.566519572807062069e-03
2.261052210442088484e+00 8.566516559688260729e-03
2.261552310462092485e+00 8.566513692719039674e-03
2.262052410482096487e+00 8.566510993573315039e-03
2.262552510502100489e+00 8.566508462478668665e-03
2.263052610522104491e+00 8.566506109728795268e-03
2.263552710542108493e+00 8.566503926077285655e-03
2.264052810562112494e+00 8.566501914016803887e-03
2.264552910582116496e+00 8.566500086871448733e-03
2.265053010602120498e+00 8.566498456150834634e-03
2.265553110622124500e+00 8.566497015324962827e-03
2.266053210642128501e+00 8.566495780731450335e-03
2.266553310662132503e+00 8.566494737762081479e-03
2.267053410682136505e+00 8.566493927641033110e-03
2.267553510702140507e+00 8.566493347573655298e-03
2.268053610722144509e+00 8.566493012720236000e-03
2.268553710742148510e+00 8.566492924424578756e-03
2.269053810762152512e+00 8.566493074933002189e-03
2.269553910782156514e+00 8.566493478033407674e-03
2.270054010802160516e+00 8.566494168772000734e-03
2.270554110822164517e+00 8.566495132389146880e-03
2.271054210842168519e+00 8.566496380569608646e-03
2.271554310862172521e+00 8.566497913589543600e-03
2.272054410882176523e+00 8.566499751696501908e-03
2.272554510902180525e+00 8.566501886127984161e-03
2.273054610922184526e+00 8.566504334226296771e-03
2.273554710942188528e+00 8.566507100677979089e-03
2.274054810962192530e+00 8.566510181532299012e-03
2.274554910982196532e+00 8.566513596009630097e-03
2.275055011002200533e+00 8.566517333939600853e-03
2.275555111022204535e+00 8.566521420815213089e-03
2.276055211042208537e+00 8.566525823743028831e-03
2.276555311062212539e+00 8.566530564281880922e-03
2.277055411082216541e+00 8.566535644582960046e-03
2.277555511102220542e+00 8.566541059061617142e-03
2.278055611122224544e+00 8.566546810360016473e-03
2.278555711142228546e+00 8.566552907628180794e-03
2.279055811162232548e+00 8.566559325346334575e-03
2.279555911182236549e+00 8.566566061841616314e-03
2.280056011202240551e+00 8.566573119668708172e-03
2.280556111222244553e+00 8.566580488650974573e-03
2.281056211242248555e+00 8.566588165901629220e-03
2.281556311262252557e+00 8.566596144945775107e-03
2.282056411282256558e+00 8.566604399911888559e-03
2.282556511302260560e+00 8.566612944683686670e-03
2.283056611322264562e+00 8.566621758513448190e-03
2.283556711342268564e+00 8.566630829416188933e-03
2.284056811362272565e+00 8.566640148656365361e-03
2.284556911382276567e+00 8.566649699298940768e-03
2.285057011402280569e+00 8.566659474518843395e-03
2.285557111422284571e+00 8.566669457571857854e-03
2.286057211442288573e+00 8.566679623393119031e-03
2.286557311462292574e+00 8.566689969450392086e-03
2.287057411482296576e+00 8.566700475244945837e-03
2.287557511502300578e+00 8.566711127952420651e-03
2.288057611522304580e+00 8.566721911032431150e-03
2.288557711542308581e+00 8.566732802240802080e-03
2.289057811562312583e+00 8.566743796951350326e-03
2.289557911582316585e+00 8.566754885629763311e-03
2.290058011602320587e+00 8.566766037945617099e-03
